Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsWithCurrManager,Attrition,YearsSinceLastPromotionMEAN
31.0,Travel_Rarely,Sales,7.0,4.0,Life Sciences,2.0,Male,2.0,1.0,Sales Representative,3.0,Married,2329.0,3.0,No,15.0,2.0,0.0,13.0,2.0,4.0,7.0,2.0,0.0,6.0
49.0,Travel_Frequently,Research & Development,28.0,2.0,Life Sciences,1.0,Male,2.0,2.0,Laboratory Technician,1.0,Single,4284.0,3.0,No,20.0,1.0,0.0,20.0,2.0,3.0,4.0,3.0,1.0,2.0
33.0,Travel_Rarely,Research & Development,5.0,4.0,Life Sciences,3.0,Female,2.0,1.0,Research Scientist,4.0,Married,2911.0,1.0,No,13.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0
27.0,Non-Travel,Sales,1.0,1.0,Marketing,3.0,Male,3.0,2.0,Sales Executive,2.0,Married,6349.0,0.0,Yes,13.0,4.0,1.0,6.0,0.0,3.0,5.0,4.0,0.0,2.5
48.0,Travel_Frequently,Sales,7.0,2.0,Medical,4.0,Female,3.0,1.0,Sales Representative,3.0,Married,2655.0,2.0,Yes,11.0,3.0,2.0,19.0,3.0,3.0,9.0,7.0,1.0,7.0
36.0,Travel_Rarely,Research & Development,5.0,4.0,Life Sciences,2.0,Female,3.0,3.0,Healthcare Representative,1.0,Married,8008.0,4.0,No,12.0,3.0,2.0,9.0,6.0,3.0,3.0,2.0,0.0,1.0
49.0,Travel_Rarely,Research & Development,25.0,4.0,Life Sciences,3.0,Female,3.0,1.0,Laboratory Technician,1.0,Married,3211.0,1.0,No,14.0,4.0,1.0,10.0,3.0,2.0,9.0,4.0,0.0,3.5
24.0,Non-Travel,Research & Development,9.0,3.0,Life Sciences,3.0,Male,2.0,1.0,Laboratory Technician,2.0,Divorced,2694.0,1.0,No,11.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0
39.0,Non-Travel,Research & Development,1.0,3.0,Life Sciences,4.0,Male,3.0,2.0,Laboratory Technician,4.0,Married,6472.0,1.0,Yes,15.0,4.0,1.0,9.0,2.0,3.0,9.0,8.0,0.0,6.5
35.0,Non-Travel,Research & Development,2.0,2.0,Medical,2.0,Male,3.0,2.0,Manufacturing Director,4.0,Divorced,5762.0,2.0,No,14.0,3.0,1.0,15.0,6.0,3.0,7.0,7.0,0.0,4.0
32.0,Travel_Frequently,Sales,5.0,2.0,Life Sciences,2.0,Male,3.0,2.0,Sales Executive,2.0,Married,6524.0,1.0,No,14.0,4.0,1.0,10.0,3.0,3.0,10.0,3.0,0.0,6.5
39.0,Travel_Frequently,Research & Development,2.0,4.0,Technical Degree,3.0,Female,3.0,3.0,Healthcare Representative,3.0,Single,10938.0,0.0,No,25.0,4.0,0.0,20.0,1.0,3.0,19.0,8.0,0.0,8.5
43.0,Travel_Rarely,Research & Development,12.0,3.0,Life Sciences,1.0,Male,2.0,4.0,Research Director,2.0,Divorced,14336.0,1.0,No,11.0,3.0,1.0,25.0,3.0,3.0,25.0,9.0,0.0,6.5
25.0,Travel_Rarely,Research & Development,1.0,3.0,Technical Degree,1.0,Male,3.0,1.0,Laboratory Technician,4.0,Married,3229.0,4.0,No,11.0,2.0,1.0,7.0,2.0,2.0,3.0,2.0,0.0,1.0
33.0,Travel_Rarely,Research & Development,14.0,3.0,Medical,4.0,Female,3.0,1.0,Research Scientist,2.0,Married,2756.0,1.0,No,13.0,4.0,1.0,8.0,5.0,3.0,8.0,6.0,0.0,4.0
21.0,Travel_Rarely,Research & Development,10.0,3.0,Life Sciences,3.0,Female,2.0,1.0,Laboratory Technician,1.0,Single,1416.0,1.0,No,13.0,1.0,0.0,1.0,6.0,2.0,1.0,0.0,1.0,0.5
50.0,Travel_Rarely,Research & Development,28.0,1.0,Medical,4.0,Male,4.0,1.0,Laboratory Technician,3.0,Married,3221.0,1.0,Yes,11.0,3.0,3.0,20.0,3.0,3.0,20.0,8.0,0.0,5.5
58.0,Travel_Frequently,Research & Development,15.0,4.0,Life Sciences,1.0,Male,3.0,4.0,Research Director,3.0,Married,15787.0,2.0,Yes,14.0,2.0,0.0,23.0,3.0,3.0,2.0,2.0,0.0,2.0
36.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,4.0,Female,3.0,1.0,Research Scientist,3.0,Married,2543.0,4.0,No,13.0,2.0,1.0,6.0,3.0,3.0,2.0,2.0,0.0,2.0
46.0,Travel_Rarely,Research & Development,1.0,4.0,Medical,4.0,Male,3.0,3.0,Healthcare Representative,1.0,Divorced,9396.0,7.0,No,16.0,3.0,1.0,17.0,3.0,3.0,4.0,3.0,0.0,1.0
36.0,Travel_Rarely,Research & Development,2.0,4.0,Medical,3.0,Male,3.0,1.0,Laboratory Technician,3.0,Single,2519.0,4.0,No,21.0,3.0,0.0,16.0,6.0,3.0,11.0,9.0,0.0,5.5
24.0,Travel_Rarely,Research & Development,21.0,2.0,Technical Degree,3.0,Male,2.0,1.0,Laboratory Technician,1.0,Divorced,2296.0,0.0,No,14.0,2.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,0.5
31.0,Travel_Rarely,Research & Development,2.0,4.0,Life Sciences,2.0,Male,3.0,1.0,Laboratory Technician,3.0,Married,3477.0,1.0,No,14.0,4.0,1.0,6.0,2.0,4.0,5.0,3.0,0.0,1.0
36.0,Non-Travel,Research & Development,9.0,4.0,Life Sciences,1.0,Male,4.0,1.0,Laboratory Technician,2.0,Married,2810.0,1.0,No,22.0,2.0,0.0,5.0,3.0,3.0,5.0,2.0,0.0,2.0
35.0,Travel_Rarely,Sales,27.0,3.0,Life Sciences,3.0,Male,3.0,2.0,Sales Executive,4.0,Single,5813.0,1.0,Yes,18.0,4.0,0.0,10.0,2.0,3.0,10.0,7.0,1.0,7.0
26.0,Travel_Frequently,Research & Development,5.0,2.0,Medical,3.0,Female,2.0,1.0,Research Scientist,3.0,Married,2366.0,1.0,Yes,14.0,1.0,1.0,8.0,2.0,3.0,8.0,7.0,1.0,4.0
29.0,Travel_Rarely,Research & Development,25.0,5.0,Technical Degree,3.0,Female,2.0,1.0,Research Scientist,2.0,Married,2546.0,5.0,No,16.0,2.0,0.0,6.0,2.0,4.0,2.0,1.0,1.0,1.5
32.0,Travel_Rarely,Sales,19.0,3.0,Life Sciences,4.0,Male,1.0,3.0,Sales Executive,3.0,Married,9610.0,3.0,No,13.0,3.0,1.0,10.0,2.0,1.0,4.0,2.0,0.0,1.5
33.0,Travel_Rarely,Sales,2.0,4.0,Medical,4.0,Male,3.0,2.0,Sales Executive,4.0,Divorced,5505.0,1.0,No,14.0,3.0,2.0,6.0,5.0,3.0,6.0,4.0,0.0,1.0
40.0,Travel_Rarely,Research & Development,20.0,4.0,Technical Degree,1.0,Male,3.0,3.0,Healthcare Representative,4.0,Married,10322.0,4.0,No,20.0,4.0,1.0,14.0,6.0,3.0,11.0,1.0,0.0,10.5
59.0,Non-Travel,Human Resources,2.0,4.0,Human Resources,3.0,Female,2.0,5.0,Manager,4.0,Married,18844.0,9.0,No,21.0,4.0,1.0,30.0,3.0,3.0,3.0,2.0,0.0,2.0
37.0,Travel_Rarely,Research & Development,10.0,3.0,Medical,2.0,Female,3.0,1.0,Research Scientist,2.0,Married,3936.0,1.0,No,11.0,1.0,1.0,8.0,2.0,1.0,8.0,7.0,0.0,5.5
31.0,Travel_Frequently,Research & Development,3.0,4.0,Medical,2.0,Male,3.0,3.0,Research Director,3.0,Divorced,13675.0,9.0,No,12.0,1.0,1.0,9.0,3.0,3.0,2.0,2.0,0.0,2.0
22.0,Travel_Rarely,Research & Development,1.0,2.0,Life Sciences,4.0,Male,3.0,1.0,Research Scientist,3.0,Single,3375.0,0.0,No,12.0,4.0,0.0,4.0,2.0,4.0,3.0,2.0,0.0,1.5
31.0,Travel_Rarely,Research & Development,24.0,3.0,Medical,3.0,Female,2.0,2.0,Healthcare Representative,1.0,Single,6812.0,1.0,No,19.0,2.0,0.0,10.0,2.0,3.0,10.0,8.0,0.0,5.0
40.0,Non-Travel,Research & Development,9.0,4.0,Other,3.0,Male,3.0,2.0,Laboratory Technician,3.0,Divorced,3975.0,3.0,No,11.0,3.0,2.0,11.0,2.0,4.0,8.0,7.0,0.0,3.5
29.0,Travel_Rarely,Human Resources,17.0,3.0,Other,2.0,Male,2.0,3.0,Human Resources,1.0,Single,7988.0,1.0,No,13.0,1.0,0.0,10.0,3.0,2.0,10.0,9.0,0.0,4.5
40.0,Non-Travel,Research & Development,16.0,2.0,Life Sciences,3.0,Male,3.0,1.0,Research Scientist,3.0,Divorced,3544.0,9.0,No,16.0,2.0,1.0,6.0,0.0,3.0,4.0,0.0,0.0,1.0
33.0,Travel_Rarely,Research & Development,1.0,5.0,Medical,1.0,Female,4.0,4.0,Research Director,3.0,Divorced,16184.0,4.0,No,19.0,3.0,1.0,10.0,2.0,3.0,6.0,5.0,0.0,0.5
40.0,Travel_Frequently,Research & Development,9.0,4.0,Medical,4.0,Male,3.0,1.0,Research Scientist,2.0,Divorced,3617.0,8.0,Yes,14.0,4.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,0.5
25.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,1.0,Female,3.0,2.0,Manufacturing Director,3.0,Married,4898.0,0.0,No,12.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,0.0,1.5
50.0,Travel_Frequently,Human Resources,3.0,3.0,Medical,1.0,Male,3.0,5.0,Manager,2.0,Married,18200.0,1.0,No,11.0,3.0,1.0,32.0,2.0,3.0,32.0,7.0,0.0,7.5
31.0,Non-Travel,Research & Development,5.0,3.0,Medical,2.0,Male,3.0,2.0,Manufacturing Director,1.0,Single,9936.0,0.0,No,19.0,2.0,0.0,10.0,2.0,3.0,9.0,7.0,0.0,2.5
36.0,Travel_Rarely,Research & Development,5.0,4.0,Life Sciences,2.0,Female,2.0,1.0,Research Scientist,1.0,Married,3419.0,9.0,Yes,14.0,4.0,1.0,6.0,3.0,4.0,1.0,0.0,0.0,0.5
51.0,Travel_Rarely,Research & Development,4.0,4.0,Life Sciences,1.0,Male,3.0,1.0,Research Scientist,3.0,Married,2461.0,9.0,Yes,12.0,3.0,3.0,18.0,2.0,4.0,10.0,7.0,1.0,1.0
32.0,Travel_Rarely,Research & Development,2.0,3.0,Technical Degree,4.0,Male,3.0,1.0,Research Scientist,1.0,Single,2439.0,1.0,No,14.0,4.0,0.0,4.0,4.0,3.0,4.0,2.0,0.0,1.5
42.0,Travel_Frequently,Research & Development,9.0,2.0,Medical,1.0,Female,3.0,1.0,Laboratory Technician,4.0,Single,3673.0,1.0,No,13.0,3.0,0.0,12.0,3.0,3.0,12.0,8.0,0.0,7.0
32.0,Non-Travel,Research & Development,29.0,4.0,Medical,4.0,Female,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,9.0,No,12.0,2.0,0.0,10.0,2.0,3.0,8.0,7.0,0.0,7.0
40.0,Travel_Frequently,Sales,5.0,4.0,Life Sciences,4.0,Male,2.0,3.0,Sales Executive,1.0,Married,10475.0,5.0,Yes,21.0,3.0,1.0,20.0,2.0,3.0,18.0,12.0,0.0,7.0
31.0,Travel_Rarely,Research & Development,8.0,4.0,Life Sciences,3.0,Female,3.0,2.0,Manufacturing Director,4.0,Single,4424.0,1.0,No,23.0,4.0,0.0,11.0,2.0,3.0,11.0,8.0,0.0,4.0
31.0,Travel_Frequently,Sales,2.0,3.0,Life Sciences,3.0,Female,2.0,1.0,Sales Representative,4.0,Single,2785.0,7.0,No,14.0,3.0,0.0,3.0,3.0,4.0,1.0,0.0,1.0,0.0
43.0,Travel_Rarely,Sales,2.0,3.0,Medical,4.0,Male,3.0,2.0,Sales Executive,4.0,Married,7847.0,1.0,Yes,17.0,1.0,1.0,10.0,3.0,3.0,10.0,8.0,0.0,8.5
27.0,Travel_Rarely,Research & Development,17.0,4.0,Life Sciences,4.0,Female,3.0,1.0,Research Scientist,3.0,Single,2394.0,1.0,Yes,13.0,4.0,0.0,8.0,2.0,3.0,8.0,7.0,1.0,4.5
35.0,Travel_Rarely,Sales,18.0,4.0,Medical,2.0,Male,3.0,2.0,Sales Executive,1.0,Married,5561.0,0.0,No,16.0,4.0,1.0,6.0,2.0,1.0,5.0,4.0,0.0,1.5
21.0,Non-Travel,Sales,9.0,2.0,Medical,1.0,Male,3.0,1.0,Sales Representative,4.0,Single,2610.0,1.0,No,24.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,0.0,2.0
49.0,Travel_Rarely,Research & Development,18.0,4.0,Life Sciences,4.0,Male,2.0,5.0,Research Director,3.0,Divorced,19502.0,1.0,Yes,17.0,3.0,1.0,31.0,5.0,3.0,31.0,9.0,0.0,4.5
47.0,Non-Travel,Research & Development,29.0,4.0,Life Sciences,1.0,Male,3.0,3.0,Manager,2.0,Married,11849.0,1.0,Yes,12.0,4.0,1.0,10.0,2.0,2.0,10.0,9.0,1.0,8.0
45.0,Travel_Rarely,Research & Development,1.0,4.0,Technical Degree,1.0,Male,3.0,3.0,Healthcare Representative,2.0,Divorced,7441.0,1.0,No,12.0,1.0,3.0,10.0,4.0,3.0,10.0,7.0,0.0,7.5
31.0,Travel_Rarely,Research & Development,12.0,3.0,Medical,4.0,Female,3.0,2.0,Healthcare Representative,4.0,Married,5855.0,0.0,Yes,11.0,3.0,2.0,10.0,2.0,1.0,9.0,5.0,0.0,7.5
36.0,Travel_Rarely,Research & Development,2.0,4.0,Life Sciences,3.0,Female,3.0,2.0,Manufacturing Director,2.0,Single,5410.0,9.0,Yes,11.0,4.0,0.0,18.0,2.0,3.0,16.0,12.0,0.0,9.5
34.0,Travel_Frequently,Research & Development,3.0,1.0,Life Sciences,1.0,Male,3.0,2.0,Healthcare Representative,4.0,Single,7756.0,0.0,No,17.0,3.0,0.0,7.0,1.0,2.0,6.0,4.0,0.0,1.0
54.0,Travel_Rarely,Research & Development,10.0,3.0,Medical,3.0,Female,3.0,2.0,Manufacturing Director,1.0,Single,4440.0,6.0,Yes,19.0,4.0,0.0,9.0,3.0,3.0,5.0,4.0,0.0,1.5
53.0,Travel_Rarely,Sales,2.0,2.0,Medical,3.0,Male,3.0,4.0,Manager,3.0,Divorced,14852.0,6.0,No,13.0,3.0,1.0,22.0,3.0,4.0,17.0,2.0,0.0,14.0
42.0,Travel_Rarely,Sales,14.0,2.0,Medical,3.0,Female,2.0,2.0,Sales Executive,3.0,Single,6244.0,7.0,No,17.0,1.0,0.0,10.0,6.0,3.0,5.0,3.0,0.0,2.0
31.0,Non-Travel,Research & Development,1.0,4.0,Medical,3.0,Male,1.0,2.0,Manufacturing Director,3.0,Married,4345.0,0.0,No,12.0,4.0,1.0,6.0,2.0,3.0,5.0,4.0,0.0,2.5
35.0,Travel_Frequently,Sales,18.0,4.0,Marketing,4.0,Female,3.0,2.0,Sales Executive,3.0,Married,4614.0,0.0,Yes,18.0,3.0,1.0,5.0,0.0,2.0,4.0,2.0,1.0,2.5
41.0,Non-Travel,Research & Development,5.0,2.0,Life Sciences,1.0,Male,2.0,1.0,Research Scientist,1.0,Divorced,2107.0,6.0,No,17.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0
32.0,Travel_Rarely,Sales,13.0,4.0,Life Sciences,2.0,Male,3.0,2.0,Sales Executive,4.0,Divorced,4403.0,2.0,No,11.0,3.0,1.0,8.0,3.0,2.0,5.0,3.0,0.0,1.0
36.0,Travel_Rarely,Research & Development,16.0,4.0,Life Sciences,3.0,Female,4.0,1.0,Laboratory Technician,1.0,Single,2743.0,1.0,No,16.0,3.0,0.0,18.0,1.0,3.0,17.0,14.0,1.0,14.0
32.0,Non-Travel,Research & Development,1.0,3.0,Life Sciences,4.0,Male,3.0,1.0,Laboratory Technician,4.0,Divorced,2314.0,0.0,No,12.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,0.0,0.0
20.0,Travel_Rarely,Sales,2.0,3.0,Medical,3.0,Female,3.0,1.0,Sales Representative,3.0,Single,2783.0,1.0,No,19.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0
52.0,Travel_Rarely,Research & Development,7.0,4.0,Life Sciences,2.0,Male,3.0,3.0,Healthcare Representative,2.0,Single,10445.0,7.0,No,19.0,4.0,0.0,18.0,4.0,3.0,8.0,0.0,0.0,5.0
35.0,Travel_Rarely,Sales,3.0,4.0,Life Sciences,4.0,Male,3.0,3.0,Sales Executive,4.0,Divorced,7823.0,6.0,No,13.0,2.0,1.0,12.0,2.0,3.0,10.0,8.0,0.0,4.5
30.0,Travel_Rarely,Research & Development,1.0,3.0,Medical,4.0,Male,3.0,1.0,Research Scientist,2.0,Married,3579.0,0.0,Yes,21.0,1.0,1.0,12.0,2.0,3.0,11.0,7.0,0.0,7.0
53.0,Non-Travel,Research & Development,1.0,4.0,Medical,1.0,Female,2.0,4.0,Manufacturing Director,3.0,Married,12965.0,4.0,Yes,20.0,4.0,3.0,27.0,2.0,2.0,3.0,2.0,0.0,1.0
44.0,Travel_Rarely,Research & Development,1.0,4.0,Life Sciences,2.0,Male,4.0,2.0,Healthcare Representative,1.0,Married,5033.0,2.0,No,15.0,4.0,1.0,10.0,5.0,3.0,2.0,2.0,0.0,1.0
41.0,Travel_Rarely,Sales,2.0,4.0,Life Sciences,4.0,Male,3.0,4.0,Manager,2.0,Single,16015.0,1.0,No,19.0,2.0,0.0,22.0,2.0,3.0,22.0,4.0,0.0,5.0
33.0,Travel_Frequently,Research & Development,29.0,4.0,Medical,1.0,Female,2.0,2.0,Research Scientist,3.0,Single,4508.0,1.0,No,22.0,2.0,0.0,14.0,4.0,3.0,13.0,8.0,1.0,5.0
32.0,Travel_Rarely,Sales,8.0,3.0,Medical,3.0,Male,4.0,2.0,Sales Executive,4.0,Married,6209.0,1.0,No,15.0,3.0,2.0,10.0,4.0,4.0,10.0,8.0,0.0,3.5
42.0,Travel_Rarely,Research & Development,4.0,2.0,Technical Degree,3.0,Male,3.0,5.0,Manager,4.0,Married,19232.0,1.0,No,11.0,4.0,0.0,22.0,3.0,3.0,22.0,15.0,0.0,14.0
32.0,Travel_Rarely,Sales,7.0,3.0,Life Sciences,4.0,Male,2.0,2.0,Sales Executive,3.0,Married,5484.0,1.0,No,14.0,3.0,1.0,13.0,3.0,2.0,13.0,8.0,0.0,6.0
50.0,Travel_Frequently,Sales,8.0,2.0,Technical Degree,2.0,Male,3.0,2.0,Sales Executive,3.0,Married,6796.0,3.0,Yes,14.0,1.0,1.0,18.0,4.0,3.0,4.0,3.0,1.0,2.0
37.0,Non-Travel,Research & Development,5.0,2.0,Technical Degree,3.0,Male,4.0,1.0,Laboratory Technician,3.0,Single,3500.0,0.0,No,14.0,1.0,0.0,7.0,2.0,1.0,6.0,3.0,0.0,3.0
43.0,Travel_Rarely,Research & Development,27.0,3.0,Technical Degree,4.0,Male,4.0,1.0,Laboratory Technician,2.0,Divorced,4876.0,5.0,No,12.0,3.0,1.0,8.0,0.0,3.0,6.0,2.0,0.0,2.0
45.0,Non-Travel,Research & Development,4.0,2.0,Life Sciences,3.0,Male,3.0,2.0,Laboratory Technician,2.0,Married,4447.0,1.0,No,12.0,2.0,0.0,9.0,5.0,2.0,9.0,8.0,0.0,3.5
26.0,Travel_Rarely,Sales,1.0,3.0,Life Sciences,3.0,Male,3.0,2.0,Sales Executive,3.0,Married,5296.0,1.0,No,17.0,2.0,1.0,8.0,3.0,3.0,8.0,7.0,0.0,7.0
29.0,Travel_Rarely,Sales,10.0,3.0,Marketing,4.0,Male,3.0,1.0,Sales Representative,2.0,Divorced,2297.0,1.0,No,14.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0
25.0,Travel_Frequently,Sales,24.0,1.0,Life Sciences,3.0,Male,1.0,1.0,Sales Representative,4.0,Single,1118.0,1.0,Yes,14.0,4.0,0.0,1.0,4.0,3.0,1.0,0.0,1.0,0.5
52.0,Travel_Frequently,Research & Development,28.0,2.0,Medical,4.0,Female,4.0,4.0,Manufacturing Director,3.0,Married,13247.0,2.0,Yes,11.0,2.0,1.0,24.0,3.0,2.0,5.0,2.0,0.0,1.5
38.0,Travel_Rarely,Research & Development,2.0,3.0,Medical,3.0,Male,3.0,2.0,Manufacturing Director,2.0,Married,4855.0,4.0,No,11.0,1.0,2.0,7.0,2.0,3.0,5.0,4.0,1.0,1.5
34.0,Travel_Frequently,Human Resources,11.0,3.0,Life Sciences,3.0,Male,2.0,2.0,Human Resources,2.0,Married,4490.0,4.0,No,11.0,4.0,2.0,14.0,5.0,4.0,10.0,8.0,0.0,5.0
32.0,Travel_Rarely,Sales,10.0,3.0,Marketing,4.0,Male,3.0,2.0,Sales Executive,4.0,Single,5396.0,1.0,No,12.0,4.0,0.0,10.0,2.0,2.0,10.0,8.0,0.0,3.5
27.0,Non-Travel,Research & Development,3.0,3.0,Medical,3.0,Male,2.0,1.0,Research Scientist,3.0,Divorced,2566.0,1.0,Yes,15.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.5
51.0,Travel_Rarely,Research & Development,9.0,4.0,Life Sciences,4.0,Male,3.0,1.0,Laboratory Technician,4.0,Married,2075.0,3.0,No,23.0,2.0,2.0,10.0,4.0,3.0,4.0,3.0,0.0,1.0
50.0,Travel_Rarely,Research & Development,4.0,1.0,Life Sciences,1.0,Male,3.0,5.0,Research Director,2.0,Divorced,19144.0,3.0,No,14.0,1.0,2.0,28.0,4.0,2.0,10.0,6.0,0.0,2.5
38.0,Travel_Rarely,Research & Development,3.0,5.0,Technical Degree,4.0,Female,3.0,2.0,Research Scientist,3.0,Single,4317.0,3.0,Yes,20.0,2.0,0.0,19.0,2.0,3.0,3.0,2.0,0.0,2.0
31.0,Travel_Rarely,Research & Development,2.0,1.0,Medical,4.0,Female,1.0,1.0,Laboratory Technician,4.0,Divorced,1129.0,1.0,Yes,11.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0
41.0,Travel_Frequently,Sales,4.0,3.0,Marketing,1.0,Male,3.0,2.0,Sales Executive,2.0,Single,9355.0,1.0,No,18.0,3.0,0.0,8.0,5.0,3.0,8.0,7.0,1.0,7.0
27.0,Travel_Rarely,Research & Development,2.0,4.0,Technical Degree,2.0,Male,3.0,1.0,Research Scientist,2.0,Married,2226.0,1.0,No,11.0,3.0,1.0,6.0,3.0,2.0,5.0,2.0,0.0,2.0
35.0,Travel_Frequently,Sales,12.0,4.0,Other,4.0,Male,3.0,2.0,Sales Executive,4.0,Single,4581.0,3.0,Yes,24.0,1.0,0.0,13.0,2.0,4.0,11.0,7.0,1.0,7.5
33.0,Non-Travel,Sales,2.0,3.0,Marketing,4.0,Female,3.0,2.0,Sales Executive,2.0,Single,5147.0,8.0,No,15.0,4.0,0.0,13.0,2.0,2.0,11.0,7.0,0.0,4.0
34.0,Travel_Rarely,Sales,10.0,4.0,Life Sciences,3.0,Female,3.0,1.0,Sales Representative,3.0,Married,2220.0,1.0,Yes,19.0,4.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.5
48.0,Travel_Rarely,Sales,2.0,1.0,Marketing,2.0,Male,4.0,2.0,Sales Executive,2.0,Married,8120.0,3.0,No,12.0,4.0,0.0,12.0,3.0,3.0,2.0,2.0,0.0,2.0
46.0,Non-Travel,Sales,26.0,2.0,Life Sciences,2.0,Male,2.0,2.0,Sales Executive,2.0,Single,7991.0,8.0,No,15.0,3.0,0.0,6.0,3.0,3.0,2.0,2.0,0.0,2.0
30.0,Travel_Rarely,Research & Development,17.0,4.0,Medical,2.0,Female,3.0,3.0,Manager,1.0,Married,11916.0,1.0,Yes,23.0,4.0,2.0,9.0,2.0,3.0,9.0,8.0,0.0,0.5
45.0,Travel_Rarely,Research & Development,28.0,2.0,Technical Degree,4.0,Female,2.0,4.0,Research Director,2.0,Single,16704.0,1.0,No,11.0,3.0,0.0,21.0,2.0,3.0,21.0,6.0,0.0,7.0
37.0,Travel_Rarely,Research & Development,14.0,3.0,Life Sciences,4.0,Female,3.0,1.0,Laboratory Technician,1.0,Divorced,3034.0,1.0,No,12.0,3.0,1.0,18.0,2.0,2.0,18.0,17.0,0.0,9.5
28.0,Travel_Rarely,Research & Development,2.0,4.0,Medical,3.0,Male,3.0,1.0,Research Scientist,3.0,Single,4382.0,6.0,No,17.0,4.0,0.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0
30.0,Non-Travel,Research & Development,7.0,3.0,Technical Degree,3.0,Male,3.0,1.0,Research Scientist,3.0,Divorced,1274.0,1.0,No,13.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
37.0,Travel_Rarely,Research & Development,10.0,3.0,Life Sciences,3.0,Female,4.0,3.0,Research Director,4.0,Married,13744.0,1.0,Yes,25.0,1.0,1.0,16.0,2.0,3.0,16.0,8.0,0.0,8.5
31.0,Travel_Rarely,Sales,7.0,3.0,Marketing,4.0,Male,3.0,2.0,Sales Executive,4.0,Divorced,7547.0,4.0,No,12.0,4.0,3.0,13.0,3.0,3.0,7.0,7.0,0.0,4.0
43.0,Travel_Frequently,Research & Development,1.0,3.0,Life Sciences,4.0,Female,3.0,2.0,Healthcare Representative,4.0,Married,5562.0,4.0,No,13.0,2.0,1.0,12.0,2.0,2.0,5.0,2.0,0.0,2.0
39.0,Travel_Rarely,Research & Development,10.0,1.0,Medical,3.0,Male,3.0,3.0,Research Director,3.0,Single,13464.0,7.0,No,21.0,3.0,0.0,9.0,3.0,3.0,4.0,2.0,0.0,2.5
52.0,Travel_Rarely,Research & Development,4.0,2.0,Life Sciences,4.0,Female,3.0,4.0,Manager,4.0,Married,16555.0,2.0,No,13.0,4.0,0.0,31.0,2.0,1.0,5.0,4.0,0.0,1.5
46.0,Travel_Rarely,Human Resources,1.0,2.0,Life Sciences,4.0,Female,3.0,1.0,Human Resources,1.0,Single,3423.0,6.0,No,12.0,3.0,0.0,10.0,3.0,4.0,7.0,7.0,0.0,5.5
22.0,Travel_Frequently,Research & Development,4.0,1.0,Technical Degree,3.0,Male,2.0,1.0,Laboratory Technician,3.0,Single,3894.0,5.0,No,16.0,3.0,0.0,4.0,3.0,3.0,2.0,2.0,1.0,1.5
51.0,Travel_Rarely,Sales,14.0,2.0,Life Sciences,3.0,Female,3.0,2.0,Sales Executive,4.0,Married,4936.0,4.0,No,11.0,3.0,1.0,18.0,2.0,2.0,7.0,7.0,0.0,3.5
35.0,Travel_Rarely,Sales,28.0,4.0,Life Sciences,2.0,Female,2.0,1.0,Sales Representative,3.0,Married,2430.0,0.0,No,23.0,1.0,2.0,6.0,5.0,3.0,5.0,2.0,0.0,3.5
51.0,Travel_Rarely,Human Resources,5.0,3.0,Life Sciences,3.0,Male,3.0,4.0,Manager,2.0,Divorced,14026.0,1.0,Yes,11.0,2.0,1.0,33.0,2.0,3.0,33.0,10.0,0.0,4.5
40.0,Non-Travel,Sales,24.0,3.0,Life Sciences,2.0,Female,4.0,4.0,Sales Executive,2.0,Single,13194.0,4.0,Yes,16.0,4.0,0.0,22.0,2.0,2.0,1.0,0.0,1.0,0.0
33.0,Non-Travel,Research & Development,4.0,3.0,Technical Degree,4.0,Male,3.0,2.0,Research Scientist,2.0,Divorced,3055.0,5.0,No,15.0,4.0,2.0,11.0,2.0,2.0,9.0,7.0,0.0,4.5
